User Account,Followers,Tweets,Retweets,Text,Date,Location,Hashtags,Sentiment,Category
MSPowerBI,161620,16216,14,"datadriven decisions drive business growth learn how to analyze your data in a rich and compelling way

register",2023-03-01 20:00:02+00:00,"Redmond, WA",[],positive,Other
d_whiteplume,674,86943,0,about five minutes into a power bi class i said wait this is not about bisexuals at all,2023-03-01 19:52:32+00:00,"Raleigh, NC",[],neutral,Power BI
TheDiligent01,43,988,0,"anyone who needs assistance in

mathematicspurestats
sciences
engineeringtechnical tasks
matlab 
python
web
a",2023-03-01 19:37:18+00:00,"Washington, DC",[],neutral,Python
interlinkcloud,182,839,0,check out interlinks introduction to power bi sr change management consultant rachael narel walks you throug,2023-03-01 19:05:04+00:00,"Cincinnati, OH",[],neutral,Power BI
s_ahsanrehman,359,860,6,the microsoft software included are power automate power bi office 365 e1 includes office web apps and 365 bu,2023-03-01 18:42:41+00:00,"Fremont, CA",['Microsoft'],neutral,Power BI
GeniusWriters12,91,1833,0,"top quality score in
homework
do my homework 
history
biology
chemistry
javascript
coding
case study
nursing
music",2023-03-01 18:31:17+00:00,"New Orleans, LA",[],positive,Other
WirelessLife,5820,14078,1, azure synapse analytics amp power bi data platform modernization is exciting after choosing,2023-03-01 18:30:04+00:00,"Toronto, Ontario",[],positive,Power BI
AstroPress,3,63,0,okay i get what youre saying now id just like to close by saying th,2023-03-01 18:17:24+00:00,USA,[],positive,Other
ShiftModal,388,3378,0,i asked for help in power bi and it gave me javascript ,2023-03-01 18:10:07+00:00,Austin,[],neutral,Power BI
ironedgegroup,339,2799,0,ever since its launch chatgpt has taken the internet and tech industry by storm click the link below to learn yo,2023-03-01 17:44:59+00:00,"Texas, USA",[],neutral,Other
shan_gsd,3687,5206,0,hi christina can you drop the tableau image depending on the visual it,2023-03-01 17:34:06+00:00,"Santa Fe, NM",[],neutral,Other
StyleSTEAMed,2642,8983,1,example i did find from the power bi discussion forum thats the closest i could find but not sure if its easy to,2023-03-01 17:25:23+00:00,"Ashburn, VA",[],positive,Power BI
SelectHub,700,3313,0,"are you struggling to choose between power bi pro and premium dont worry weve got you covered 

check out the",2023-03-01 17:00:01+00:00,"Denver, CO",[],neutral,Power BI
millionaire_ex,222,2483,0,"my last job interview
do you know excel

no

python

no

c

no

what are you good at

stabb",2023-03-01 16:20:31+00:00,"Grants Pass, OR",[],positive,Excel
UpNorthLance,1566,30108,1,so excited about this capability,2023-03-01 16:20:25+00:00,"Minneapolis, MN",[],positive,Other
MTY_Barraza,446,29994,0,"powerbi
solutions abroad  how to use multi row cards and how to use dynamic elements with it  beginners guide t",2023-03-01 16:08:03+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
lucy_jewitt,22,60,3,"power bi builds interactive data visualisations allowing for insights to be collected and shared easily 
want to l",2023-03-01 16:03:39+00:00,Lincolnshire,[],positive,Power BI
adbertram,13729,34849,4,connect amp analyze your data with the power bi api by   learn how to use the power bi api to connect,2023-03-01 16:03:29+00:00,"Evansville, IN",[],neutral,Power BI
JayPowerBI,4043,8204,5,its ideascleanup day again please help henrytheowlpbi to clean up powerbi ideas  see,2023-03-01 16:00:32+00:00,"Duvall, WA","['IdeasCleanup', 'PowerBI']",positive,Power BI
leJuan5150,697,3956,0,multitasking in microsoft teams with power bi is getting better  via,2023-03-01 15:36:56+00:00,"Calgary, Alberta",[],positive,Power BI
leJuan5150,697,3956,0,power bi datamart  february 2023 feature summary  via,2023-03-01 15:36:24+00:00,"Calgary, Alberta",[],neutral,Power BI
Solution_System,1177,11016,0,"multitasking in microsoft teams with power bi is getting better



microsoft powerbi",2023-03-01 15:17:53+00:00,"Rolling Meadows, Illinois","['Microsoft', 'PowerBI']",positive,Power BI
MTY_Barraza,446,29994,0,"powerbi
jjpowerbi  how to display images in a table in microsoft power bi ",2023-03-01 15:08:00+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
JeffHicks,21196,63158,0,new stuff to read from adam the automator amp friends connect amp analyze your data with the power bi api,2023-03-01 15:00:43+00:00,"Syracuse, NY",[],positive,Power BI
notaboutthecell,8453,14190,0,you dont need premium today to build reports in the power bi service,2023-03-01 15:00:24+00:00,"St Louis, MO",[],neutral,Power BI
PragmaticWorks,3084,11595,0,our free data storytelling with power bi event is a week away this session dives deep into advanced design pattern,2023-03-01 14:46:04+00:00,"Jacksonville, Florida",[],positive,Power BI
Vipuls2010,48,451,1,while dax is usually associated with power bi dax formula may also be found in excels power pivot and sql server analysis services ssas,2023-03-01 14:26:04+00:00,USA,[],negative,Power BI
Vipuls2010,48,451,1,data analysis expressions drive all computations in power bi dax formula are adaptable dynamic and extremely str,2023-03-01 14:26:04+00:00,USA,[],negative,Power BI
Vipuls2010,48,451,1,in power bi how do you create a dax formula in power bi dax formulae are typed into the formula bar below the ri,2023-03-01 14:26:03+00:00,USA,[],neutral,Power BI
Vipuls2010,48,451,0,"what is the dax function in power bi
dax is a programming language used to create calculated columns measuremen",2023-03-01 14:26:01+00:00,USA,[],neutral,Power BI
NickyvV,1078,11488,3,and if you have other questions around power bi governance and adminsitration please come join our table talk on,2023-03-01 14:11:32+00:00,Netherlands,[],negative,Power BI
MTY_Barraza,446,29994,0,"powerbi
enterprise dna  driving a data culture and overcoming challenges as a power bi sherpa with thomas martens",2023-03-01 14:07:57+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
IRI_CoSort,2221,8167,0,are you using ms  and wish it ran faster it would if you provided it prepared data instead of trying to i,2023-03-01 13:16:09+00:00,"Melbourne, FL USA",[],neutral,Other
UCouponsMe,957,7357,0,master course in microsoft pl400  power platform  iot golang reactjs pytorch,2023-03-01 12:43:23+00:00,usa,"['iot', 'golang', 'reactjs', 'pytorch']",neutral,Other
MTY_Barraza,446,29994,0,"powerbi
sandielly ortega  formatos condicionales basado en texto  power bi february update ",2023-03-01 12:37:53+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
MTY_Barraza,446,29994,0,"powerbi
intellipaat  power bi dax  dax for beginners  power bi dax function explained  intellipaat ",2023-03-01 12:37:53+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
MTY_Barraza,446,29994,0,"powerbi
free trainingz  lesson 43  adding pictures amp objects to power bi ",2023-03-01 12:37:53+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
MTY_Barraza,446,29994,0,"powerbi
f1 macro technologies  learn indemand it skills with f1 macro technologies it coursesexcel python dat",2023-03-01 11:07:48+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
csssoft,3952,27111,1,what is power bi  powerbi,2023-03-01 10:25:13+00:00,"North Carolina, USA",['powerbi'],neutral,Power BI
UCouponsMe,957,7357,0,unlocking the power of ai in investigations  bigdata udemy golang javascript,2023-03-01 08:58:21+00:00,usa,"['bigdata', 'udemy', 'golang', 'javascript']",neutral,Other
MTY_Barraza,446,29994,0,"powerbi
broraj intelligence  interview preparation using chatgpt  power bi ",2023-03-01 08:52:42+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
Michael_Jonsson,738,2921,0," azure open ai by ana margarida valente
 machine learning analytics with power bi by andrea martorana tusa
 sust",2023-03-01 07:42:21+00:00,Sweden,[],neutral,Power BI
essay_tutors24,513,7270,0,"hire us for
book review
excel
project
math
essay due
english  
quiz
online classes
python
javascript",2023-03-01 07:40:35+00:00,"Georgia, USA","['book', 'excel', 'Project', 'math', 'Essay', 'English', 'quiz', 'Online', 'Python', 'Javascript']",negative,Excel
MTY_Barraza,446,29994,1,"powerbi
havens consulting  next gen visualizations in power bi with gopal ",2023-03-01 07:22:38+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
BIConsultingPr1,112,319,0,"how to run best practice analyzer against power bi reports



bpa microsoft",2023-03-01 05:32:27+00:00,Netherlands,"['bpa', 'Microsoft']",positive,Power BI
irritatednate,894,19510,0,we will never vote the ndp back in we dont need another expensive fiasco like this one a,2023-03-01 05:08:12+00:00,"Calgary, Alberta",[],negative,Other
MTY_Barraza,446,29994,0,"powerbi
multipurpose themes  power bi  most powerful admin dashboard template with ui framwork ",2023-03-01 05:07:32+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
juliaparktracey,8493,52007,0,powers out and we have a handful of refugees with us overnightincluding our granddog a spare cat and a ball pyth,2023-03-01 05:04:12+00:00,Unceded Nisenan Land,[],neutral,Other
matsonj,2626,8162,0,haha i saw  use it to pass a dataframe to power query by using the python connector ,2023-03-01 03:43:26+00:00,"Seattle, WA",[],positive,Python
matsonj,2626,8162,0,my general attitude is only do measures in power bi so i try to do all my transforms in sql obviousl,2023-03-01 03:38:29+00:00,"Seattle, WA",[],positive,Power BI
GraceyExams,292,2926,0,"you need helpdm 
literature 
rsearch paper
dissertation 
geography
history
chemistry
biology
nusring
e",2023-03-01 03:37:54+00:00,"Texas, USA",[],neutral,Other
MTY_Barraza,446,29994,1,"powerbi
power bi tips  power bi scorecards  ep192  power bi tips from the real world ",2023-03-01 02:37:26+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
MTY_Barraza,446,29994,0,"powerbi
new article from mspowerbi power bi datamart  february 2023 feature summary check it out at",2023-03-01 01:35:37+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
knight_devin,3535,12443,0,power bi datamart  february 2023 feature summary,2023-03-01 01:25:18+00:00,"Jacksonville, FL, USA",[],neutral,Power BI
JayPowerBI,4043,8204,4,power bi datamart  february 2023 feature summary  powerbi,2023-03-01 01:21:50+00:00,"Duvall, WA",['PowerBI'],neutral,Power BI
O365News,129,8097,0,powerbi power bi datamart  february 2023 feature summary,2023-03-01 01:15:55+00:00,Earth,[],neutral,Power BI
NickyvV,1078,11488,0,"have you seen the latest addition power bi datamart  february 2023 feature summary
read more",2023-03-01 01:14:11+00:00,Netherlands,[],positive,Power BI
MTY_Barraza,446,29994,0,"powerbi
new article from mspowerbi multitasking in microsoft teams with power bi is getting better check it out at",2023-02-28 21:35:32+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
knight_devin,3535,12443,0,multitasking in microsoft teams with power bi is getting better,2023-02-28 21:23:53+00:00,"Jacksonville, FL, USA",[],positive,Power BI
JayPowerBI,4043,8204,1,multitasking in microsoft teams with power bi is getting better  powerbi,2023-02-28 21:21:47+00:00,"Duvall, WA",['PowerBI'],positive,Power BI
O365News,129,8097,0,powerbi multitasking in microsoft teams with power bi is getting better,2023-02-28 21:15:52+00:00,Earth,[],positive,Power BI
NickyvV,1078,11488,0,"i really like this multitasking in microsoft teams with power bi is getting better
more info",2023-02-28 21:14:07+00:00,Netherlands,[],positive,Power BI
avatorl,3697,6199,0,powerbi desktop cant open an old report file cant be opened either the file is corrupted or encrypted error,2023-02-28 20:56:24+00:00,Poland,['PowerBI'],positive,Power BI
KudzNgepoz,399,4238,1,when you add pythonr sql ampexcel on your resume,2023-02-28 20:29:39+00:00,Mars🚀🛰,[],neutral,Other
UCBusAnalytics,1631,3454,0,analytics summit 2023 keynotes announced save 200 earlybird ,2023-02-28 19:59:45+00:00,UNIVERSITY OF CINCINNATI,[],neutral,Other
tmj_tx_adm,224,635,0,can you recommend anyone for this informationtechnology it job in fort worth tx click the link in our bio to se,2023-02-28 19:11:57+00:00,Texas,"['InformationTechnology', 'IT']",positive,Other
ExpatPortland,177,3542,0,i support any and all rebukes we can get of the ruling party theyre doing such a terrible job,2023-02-28 18:56:37+00:00,"Sandpoint, ID",[],negative,Other
bi_scotti_5,1232,48112,0,you underestimate my power,2023-02-28 18:27:48+00:00,"USA, USA",[],neutral,Other
sinemetuvivere,785,598227,0,the main requirement to learn data science is to know basic statistics and any software such as e,2023-02-28 17:10:27+00:00,"Toronto, Ontario",[],positive,Other
VirginiaODGA,603,1818,0,richard will work as a power bi developer for the odga team we are excited to have him onboard to help make data i,2023-02-28 17:00:02+00:00,"Richmond, Virginia",[],positive,Power BI
HavensBI,4220,2068,2,in about an hour join gopal and i at 10am pt as we do a deep dive into the next gen visualization capabilities of,2023-02-28 16:42:37+00:00,"Kirkland, WA",[],neutral,Other
robertblakejr,175,5774,0,power bi  what is power bi and what can it do,2023-02-28 16:15:24+00:00,Texas,[],neutral,Power BI
rashad_nelson,125,729,0,"just wrapped up purdue universitys data engineering program  learned a lot of industry concepts and tools

curre",2023-02-28 15:44:05+00:00,"Atlanta, Georgia, US",[],neutral,Other
JKerski,513,1165,2,im working on some new articles on dataops amp powerbi but in the meantime i released a new version of a custom c,2023-02-28 15:09:00+00:00,Washington D.C.,"['DataOps', 'PowerBI']",positive,Power BI
MTY_Barraza,446,29994,0,"powerbi
power bi the ultimate guide  conditional formatting in excel ",2023-02-28 15:06:56+00:00,"Monterrey, NL ",['PowerBI'],neutral,Excel
DouglasPCtech,374,991,0,natural mineral water company ids borjomi ukraine was already using microsoftteams when they made the shift to,2023-02-28 14:45:01+00:00,"Mims, FL",['MicrosoftTeams'],positive,Other
kbazinet,652,2316,0,"sharing an upcoming event focused on ibm data fabric
march 22 live in nyc  power your journey from bi to ai ",2023-02-28 14:39:51+00:00,"Hartford, CT",[],positive,Other
MTY_Barraza,446,29994,0,"powerbi
santhu excel anywhere  power bi 17  edit visual interaction in power bi ",2023-02-28 14:36:55+00:00,"Monterrey, NL ",['PowerBI'],neutral,Excel
MTY_Barraza,446,29994,0,"powerbi
enterprise dna  how to showcase deviations effectively in power bi 2023 update ",2023-02-28 14:06:54+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
PowerBIPartners,10,403,0,learn a little bit more about the full microsoft power platform suite create a microsoft powerapp flow and then,2023-02-28 14:00:54+00:00,United States,[],positive,Other
robwindsor,3193,15164,0,announcing support for paginated reports in power bi pro by cookie mccray  powerbi paginatedreports msbi,2023-02-28 13:53:39+00:00,"Toronto, ON, Canada","['PowerBI', 'PaginatedReports', 'MSBI']",neutral,Power BI
PowerBITips,16049,1942,0,power bi scorecards  ep192  power bi tips from the real world,2023-02-28 13:31:55+00:00,"Wisconsin, USA",[],positive,Power BI
